text,label
I give the following album a zero .,4
book a table in California for rita and brenda at Hurley Mountain Inn on january the 11th,1
I would rate the Animal Liberation chronicle 0 points and a best rating of 6,4
book a table for 10 at a restaurant in Federated States Of Micronesia,1
"I want to see The Happy Thieves at Marcus Corporation , can you show me movie times .",6
add this song to the Novedades Pop playlist,0
Will it be warmer in Flag ?,2
find The Terror Within,6
Get me a Johnny Cool photograph,5
I'd like to see the picture TeleForm,5
When is Spyforce playing?,5
Rate Human Capital Supply Chain four of 6 points,4
Add Candlelight to my House Afterwork playlist.,0
what is the weather forecast for Moffett,2
rate this book a five .,4
I'm looking for the saga Lifelong Ambitions,5
rate the Effortless Mastery chronicle a 4,4
I am rating this book 5 out 6 points,4
Find Z Cars .,5
book a table in Cottondale not far for in two hundred sixty nine days,1
Play me a Frank Farian ep,3
find the TV series The Farewell Tour,5
Where is They Always Return at Dawn playing,6
What does it feel like in Alloway,2
rate Understanding Physics 5 out of 6,4
show Andy Williams Sings Steve Allen TV show,5
List movie schedule .,6
Play Humour,3
Give this current novel a 4 .,4
Can you bring up the movie schedule for ArcLight Hollywood ?,6
find a TV show called Ride the Wind,5
I'd like a table for eight at a close-by place in Carpenterville,1
"Play my Hardstyle, Baby playlist on Netflix",3
Play music from 1968 on Vimeo .,3
What time is Beat the Devil coming on at Mann Theatres,6
Is it warm in the current spot ?,2
Add this tune to my wine & dine playlist,0
Is it freezing close to DC ?,2
Book a table for doris and I in New Tulsa,1
rate the current essay three of 6 points,4
add track to my global top 50,0
play Netflix tunes from 2003 on an album,3
Find Phalcon .,5
What are the movie times for movies in the area ?,6
Rate the current textbook 2 stars,4
find the So This Is Goodbye saga,5
Make me a reservation at a fast food restaurant for elba and corina at a restaurant with parking,1
Book a bar with a pool in Mountain Iron .,1
Play the most popular track from Valery Alexandrovich Kipelov,3
add Dr Know to the playlist named I Love My 90's R&B,0
book a table at Anstruther Fish Bar in FM,1
Can I hear the song Visual Audio Sensory Theater ?,5
Add A Gate Through Bloodstained Mirrors to feelin' good playlist,0
How is the weather in Birta ?,2
Add this track by Brian Welch to the spring music playlist,0
Add what child is this to Dark Dance Floors,0
I want to add Anna Semenovich to the dinner with friends playlist,0
add this album to my forever country playlist,0
add track to kickass metal,0
there is cloud in Genola South Sudan,2
Add this song to Blues Roots,0
"Play something from my Songs For You, Not Your Parents playlist",3
find the painting Retro Active,5
Play an Asha Bhosle song from around 1964,3
The Zen Focus playlist needs David Franj in it.,0
Tell me if it'll be freezing this year in ID,2
I'm looking for the album called Disorderly Conduct Video on Patrol,5
Weather for East Peru Bolivia 3 years and a half from now,2
Play Shaina Magdayao 's music on Iheart,3
What's the weather in Springside Nature Reserve at four pm,2
Book reservations to a cafeteria in Brockway Colorado that serves thai food for six people,1
Find The Ghost of Tom Joad,5
Find the book Cold Comfort,5
I'm looking for a movie called Salvage Mice .,5
find a brunch time cinema nearest with The President Is Coming,6
What time is The Count playing,6
How chilly is it close to Hollidaysburg ?,2
Show me a picture called Heart Like a Hurricane,5
I want to add the Tim Smith album to my best of 2010's playlist,0
I want to book a restaurant for ten this summer,1
I would like to book an AMerican Samoa restaurant for 8,1
Use the service Lastfm to play music by the artist ai kago,3
Is it going to be warmer in 2 years and a half in Deweese ?,2
Show me the movie schedule for Star Theatres,6
what kind of films are at the closest movie house,6
"What's the weather forecast for Central , North Dakota ?",2
book a spot at The Red Onion in San Marino for next week,1
rate this novel four points,4
Rate DNA Repair and Mutagenesis four stars,4
Reserve a table for teresa and elnora at a fast food joint which serves fish and chips,1
find the closest cinema for films,6
find a movie theatre with Beware of Bachelors,6
is Maalaea has chillier weather,2
What are the movie schedules for animated movies close by,6
book a restaurant for 6,1
rate the current book five of 6,4
Is The Big Job playing at the nearest cinema ?,6
add Metal Church to my playlist named Stress Relief,0
I want to play the video game Miss Castaway And The Island Girls,5
What is the movie schedule for Train,6
find Thyme Travel,5
I'm looking for River Disturbance,5
Rate this series five out of 6,4
rate the current book novel 5 out of 6,4
Is it hot in neighboring Algeria,2
Show Family Plot,5
I would rate this essay four stars,4
I'd like to eat at a restaurant in MD with a party of 8,1
Check the weather forecast for Biscay,2
I need a table for 3 at David Whitney House in Brazil,1
The workout playlist needs more chris cross,0
Give this essay 1 out of 6 .,4
Play Deezer,3
"What's the forecast for Francisco , Netherlands Antilles around eleven pm ?",2
What is the weather forecast for my current position,2
Tell me what movies are at AMC Theatres .,6
Is it warm in Vallecito,2
I want to play the game The Celestial Hawk,5
Play the top hits of 2016,3
what is the Currituck National Wildlife Refuge forecast for chilly conditions,2
add 157 Riverside Avenue to leticia's animal humor playlist,0
Use the service Lastfm to play artist keren peles from the most popular symphony,3
Which cinema is showing A Dedicated Life starting at eleven PM,6
I want to book a table at a nearby restaurant in Andorra for me and my kids .,1
I want to put sons of the sea on the pulse of americana playlist,0
Find the novel Peace Arch News,5
play some Nastya Kamenskih on Zvooq,3
Rate Dead Boys a 0,4
Play a movement fromthe eighties by Nobuo Uematsu .,3
add tune to women of pop playlist,0
rate Orion in the Dying Time four stars,4
Find the Sing When You’re Winning TV show,5
add bulat schalwowitsch okudschawa to retro pop,0
book a table for 1 at a restaurant,1
Book a restaurant in Donnelly,1
Book a reservation at a restaurant nearby their airbnb,1
my indietronic playlist needs until the end of time added,0
Rate this textbook one stars out of 6,4
Show me the Landing at Low Tide painting,5
play Party Ben on Slacker,3
Will it be warm 1 week from now in DC,2
I would like to book a highly rated brasserie with souvlaki neighboring LA next week,1
Play me a tune by Mick Brown,3
When is For One Night playing at Loews Cineplex Entertainment ?,6
rate the current textbook 4 of 6 points,4
find a saga called Shame on You,5
Search for Ayumi Hamasaki Countdown Live 2007–2008 Anniversary song,5
Is fog forecast close-by to Pakistan ?,2
add this artist to FIFA 17 Soundtrack,0
Play the song I Get Ideas as performed by Richard Kruspe,3
Can you please put this track onto my TODO NOVEDADES playlist?,0
Rate current novel two stars,4
I want to eat close by East Brady for seven people,1
Add an album by twink to my Classic Country playlist,0
Will it be overcast in seventeen minutes in the United Arab Emirates,2
I'd like to see the picture The Principle of Hope,5
Give this textbook a four .,4
I want to watch the TV show Official Detective,5
This current book only nets 3 out of 6 points,4
I want to hear some Bill Black chant music,3
Show the movie schedules with animated movies around here,6
I would give this current book a rating a five and a best rating of 6,4
i want to watch Mister Cool,6
i need to book a restaurant for five in Liberia at The Maisonette,1
What's the weather forecast for Spain ?,2
table for 5 AM . at Baker’s Keyboard Lounge,1
find a movie house for Kickboxer 5 – Redemption,6
play The Edge by Deezer on Vans Warped Tour Compilation 2003,3
Find a work with the name of Come Sing,5
find the photograph Canaich,5
Find a trailer called Sheriff of Tombstone .,5
"Play the playlist, Hardstyle, Baby .",3
Play some music from 1995,3
Book the Last Exit on Brooklyn 5 hours from now for one person.,1
Book a table for three people at John Pearson Soda Works in Mauritius .,1
Add this artist to Metal Party,0
Please search for the Two Faces of My Girlfriend saga .,5
Show me the I Can Hear the Sea movie,5
Book a food truck in MP for me and my ex husband .,1
Will it be hot on orthodox good friday in Michigan and close-by,2
Give this essay a rating of 5 .,4
Please play good music by Will Oldham .,3
find a movie house closest with Beethoven Lives Upstairs,6
I need a table for four at a pub in Heard Island and McDonald Islands,1
Add this album to Trotamundos,0
"I want to hear Aki Nawaz , play the song fair annie .",3
Find a picture called Neighbourhood .,5
Play music from the top-5 from artist Kenia Arias,3
the previous textbook is a 3,4
add steve winwood to my playlist old school metal,0
I want to hear a Sandra ep,3
Find a movie called The Easy Way to Stop Smoking .,5
Will it get cloudy in Cliffwood Beach ?,2
Please search for All the Lovers trailer .,5
Give The Snows of Kilimanjaro 3 stars .,4
play songs by Sarah Harding,3
Where can I view the picture Reaching Horizons,5
Will there be snowfall faraway from Robinson Forest,2
What will the weather be in Bernie ID ?,2
"Tell me the weather forecast for my current spot on dec. fourth, 2021",2
Add Norma Jean to my pure rock & roll playlist.,0
I want to book a restaurant for nine with wifi,1
"Rate Small Screen, Big Picture a 0 out of 6 .",4
add Caleigh Peters to my women of country list,0
Find a novel called Industry .,5
book a table for seven people at six at the restaurant,1
Find a television show called The High Chaparral .,5
looking for Liberalism and the Limits of Justice,5
Can you find Fire Escape in the Sky The Godlike Genius of Scott Walker,5
add Devil Pray to my party list,0
Will it rain here ?,2
What is the temperate in Uintah right now,2
Rate this current essay four out of 6 .,4
Book a reservation for a restaurant in Wadsworth with parking,1
What are the movie schedules for movies showing in the neighbourhood ?,6
Play On My Own,3
Where is the closest cinema that features animated movies,6
Please locate Sad Love Story novel for me.,5
What's the weather forecast for here on Jul. 23 ?,2
Open Itunes and play Bad Attitude,3
Can I get the movie schedules for Megaplex Theatres ?,6
Weather for Beauregard IL,2
Play 1958 by wayne petti,3
What time is The Mourner playing at the movie house ?,6
I need a reservation for ten in Wisconsin,1
My rating for The Eiffel Tower and Other Mythologies is 0 out of 6 stars,4
rate The Road to Reality A Complete Guide to the Laws of the Universe two points,4
Play Noctámbulo pl,3
I need a reservation for a restaurant close by their hostel,1
Play a concerto by Thekra .,3
Will there be snowfall this month in UT,2
show movie times for AMC Theatres,6
I'm looking for the CineExport painting .,5
Find the photograph A Little Less Sixteen Candles,5
play some Spotify by Danni Bassan,3
what do the cloud indicate in East Aurora,2
